,Bedroom,Bathroom,Super_area,Carpet_area,Furnished_status,Water_availability,Locality,Age_of_construction,Facing,Tenant,Owner,Floor,Security_deposit,Availability_status,Overlooking,Monthly_charges,Brokerage,Rent,covered_parking,open_parking
598,3.0,2,853.0,853.0,Semi-Furnished,12 Hours Available,Ghatkopar,New Construction,South - East,Family / Bachelors ,Agent,9.0,0,Immediately Not Available,Main Road,0,0,60000,0,0
599,1.0,2,600.0,525.0,Unfurnished,12 Hours Available,Ghatkopar,10 to 15 years,East,Bachelors,Owner,6.0,150000,Immediately Not Available,Main Road,0,0,25000,0,0
600,3.0,3,1360.0,845.0,Semi-Furnished,24 Hours Available,Ghatkopar,5 to 10 years,East,Family / Bachelors ,Agent,14.0,200000,Immediately Available,Main Road,0,62000,62000,1,0
601,2.0,2,1000.0,715.0,Semi-Furnished,24 Hours Available,Ghatkopar,New Construction,East,Family / Bachelors ,Agent,0.0,200000,Immediately Available,Garden/Park,0,51000,51000,1,0
602,1.0,2,650.0,500.0,Semi-Furnished,24 Hours Available,Ghatkopar,15 to 20 years,East,Family,Agent,2.0,100000,Immediately Available,Garden/Park,0,27000,27000,0,1
603,2.0,2,1054.0,627.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,South - East,Family / Bachelors ,Agent,13.0,400000,Immediately Available,Garden/Park,0,50000,50000,1,0
604,2.0,2,700.0,750.0,Unfurnished,24 Hours Available,Ghatkopar,Less than 5 years,East,Family,Agent,4.0,250000,Immediately Available,Main Road,0,27000,54000,1,0
605,4.0,3,2660.0,1500.0,Semi-Furnished,24 Hours Available,Ghatkopar,New Construction,East,Family,Agent,17.0,500000,Immediately Available,Garden/Park,0,135000,135000,1,0
606,2.0,2,883.0,631.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,South - East,Family,Agent,18.0,200000,Immediately Available,Not Mentioned,0,0,46000,1,0
607,2.0,2,1143.0,730.0,Furnished,24 Hours Available,Ghatkopar,Less than 5 years,East,Family / Bachelors ,Agent,6.0,200000,Immediately Available,Garden/Park,0,60000,60000,1,0
608,4.0,4,3150.0,2100.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,East,Family / Bachelors ,Agent,10.0,500000,Immediately Available,Garden/Park,0,132000,132000,2,0
609,3.0,3,1300.0,960.0,Unfurnished,24 Hours Available,Ghatkopar,Less than 5 years,Not Mentioned,Family / Bachelors ,Agent,7.0,300000,Immediately Available,Not Mentioned,0,75000,75000,0,0
610,3.0,3,1757.0,1065.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,North,Family / Bachelors ,Agent,12.0,100000,Immediately Available,Garden/Park,0,90000,90000,1,0
611,3.0,2,1360.0,845.0,Furnished,24 Hours Available,Ghatkopar,5 to 10 years,East,Family,Agent,9.0,200000,Immediately Available,Pool,0,64000,64000,1,0
612,2.0,2,1050.0,630.0,Unfurnished,24 Hours Available,Ghatkopar,New Construction,North - East,Family / Bachelors ,Agent,17.0,200000,Immediately Available,Garden/Park,0,45000,45000,1,0
613,3.0,2,1177.0,867.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,East,Family / Bachelors ,Agent,9.0,200000,Immediately Available,Garden/Park,0,56000,56000,1,0
614,2.0,2,1200.0,727.0,Furnished,24 Hours Available,Ghatkopar,5 to 10 years,West,Family,Agent,6.0,300000,Immediately Available,Pool,0,65000,65000,1,0
615,3.0,2,1569.0,1050.0,Semi-Furnished,24 Hours Available,Ghatkopar,New Construction,North - East,Family,Agent,7.0,250000,Immediately Available,Garden/Park,0,75000,75000,1,0
616,2.0,2,620.0,560.0,Unfurnished,12 Hours Available,Ghatkopar,5 to 10 years,West,Family / Bachelors ,Agent,8.0,200000,Immediately Not Available,Garden/Park,0,40000,40000,0,0
617,2.0,2,850.0,650.0,Semi-Furnished,12 Hours Available,Ghatkopar,Less than 5 years,East,Family / Bachelors ,Agent,10.0,200000,Immediately Not Available,Not Mentioned,0,49000,49000,0,0
618,3.0,3,1750.0,1200.0,Furnished,24 Hours Available,Ghatkopar,Less than 5 years,West,Bachelors,Agent,7.0,500000,Immediately Available,Garden/Park,0,82000,82000,2,0
619,2.0,2,1250.0,755.0,Semi-Furnished,24 Hours Available,Ghatkopar,5 to 10 years,East,Family / Bachelors ,Agent,12.0,200000,Immediately Available,Garden/Park,0,55000,55000,1,0
620,2.0,2,1000.0,750.0,Furnished,12 Hours Available,Ghatkopar,15 to 20 years,East,Family / Bachelors ,Agent,2.0,250000,Immediately Not Available,Garden/Park,0,50000,50000,0,0
621,3.0,3,1950.0,1200.0,Unfurnished,24 Hours Available,Ghatkopar,Above 20 years,East,Bachelors,Agent,7.0,0,Immediately Available,Main Road,0,64000,64000,0,1
622,2.0,2,1250.0,770.0,Unfurnished,12 Hours Available,Ghatkopar,10 to 15 years,East,Bachelors,Agent,15.0,200000,Immediately Not Available,Pool,0,42000,42000,0,0
623,3.0,2,1360.0,830.0,Unfurnished,24 Hours Available,Ghatkopar,5 to 10 years,East,Family / Bachelors ,Agent,6.0,200000,Immediately Available,Garden/Park,0,55000,55000,1,0
624,2.0,2,989.0,649.0,Unfurnished,12 Hours Available,Ghatkopar,New Construction,East,Family / Bachelors ,Agent,4.0,200000,Immediately Not Available,Garden/Park,0,47000,47000,0,0
625,2.0,2,1000.0,750.0,Semi-Furnished,12 Hours Available,Ghatkopar,15 to 20 years,East,Bachelors,Agent,2.0,200000,Immediately Not Available,Garden/Park,0,45000,45000,0,0
626,2.0,2,1224.0,850.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,North - East,Bachelors,Agent,13.0,250000,Immediately Available,Garden/Park,0,55000,55000,1,0
627,2.0,2,1150.0,725.0,Semi-Furnished,24 Hours Available,Ghatkopar,5 to 10 years,West,Family,Agent,5.0,200000,Immediately Available,Not Mentioned,0,52000,52000,1,0
628,3.0,3,1575.0,1046.0,Unfurnished,24 Hours Available,Ghatkopar,Less than 5 years,North - East,Family / Bachelors ,Agent,0.0,300000,Immediately Available,Garden/Park,1,73000,73000,1,0
629,2.0,2,1000.0,550.0,Unfurnished,12 Hours Available,Ghatkopar,15 to 20 years,East,Bachelors,Agent,3.0,100000,Immediately Not Available,Garden/Park,0,29000,29000,0,0
630,2.0,2,883.0,631.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,North - East,Family,Agent,6.0,200000,Immediately Available,Not Mentioned,0,0,48050,1,0
631,2.0,2,1150.0,890.0,Semi-Furnished,24 Hours Available,Ghatkopar,5 to 10 years,North - East,Family / Bachelors ,Agent,5.0,200000,Immediately Available,Garden/Park,6500,47000,47000,1,1
632,1.0,2,750.0,500.0,Furnished,12 Hours Available,Ghatkopar,Above 20 years,Not Mentioned,Family / Bachelors ,Agent,3.0,150000,Immediately Not Available,Not Mentioned,0,31000,31000,0,0
633,1.0,2,710.0,745.5711920529801,Semi-Furnished,24 Hours Available,Ghatkopar,5 to 10 years,Not Mentioned,Family / Bachelors ,Agent,5.0,0,Immediately Available,Garden/Park,0,0,29000,1,0
634,2.0,2,1225.0,750.0,Semi-Furnished,12 Hours Available,Ghatkopar,Less than 5 years,East,Family,Agent,14.0,200000,Immediately Available,Garden/Park,1000,48000,48000,1,0
635,3.0,2,1455.0,850.0,Semi-Furnished,24 Hours Available,Ghatkopar,5 to 10 years,East,Family / Bachelors ,Agent,16.0,250000,Immediately Available,Garden/Park,0,59001,59001,1,0
636,2.0,2,883.0,631.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,East,Family / Bachelors ,Agent,7.0,200000,Immediately Available,Garden/Park,0,0,46000,1,0
637,2.0,2,1000.0,850.0,Semi-Furnished,12 Hours Available,Ghatkopar,New Construction,Not Mentioned,Family / Bachelors ,Agent,7.0,150000,Immediately Not Available,Main Road,0,48000,48000,0,0
638,2.0,2,1035.0,649.0,Unfurnished,12 Hours Available,Ghatkopar,New Construction,North - East,Family,Agent,4.0,200000,Immediately Available,Not Mentioned,7200,47000,47000,1,0
639,2.0,2,883.0,631.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,East,Family / Bachelors ,Agent,7.0,200000,Immediately Available,Garden/Park,0,0,46000,1,0
640,2.0,2,1050.0,700.0,Semi-Furnished,24 Hours Available,Ghatkopar,New Construction,West,Family / Bachelors ,Agent,17.0,200000,Immediately Available,Garden/Park,0,50000,50000,1,0
641,1.0,1,550.0,550.0,Semi-Furnished,12 Hours Available,Ghatkopar,Above 20 years,East,Family / Bachelors ,Agent,2.0,100000,Immediately Not Available,Main Road,0,32000,32000,0,0
642,2.0,2,1154.0,650.0,Semi-Furnished,24 Hours Available,Ghatkopar,New Construction,North - East,Bachelors,Agent,7.0,200000,Immediately Available,Pool,0,45000,45000,1,0
643,2.0,2,1050.0,745.5711920529801,Semi-Furnished,12 Hours Available,Ghatkopar,Less than 5 years,East,Family / Bachelors ,Owner,12.0,0,Immediately Not Available,Not Mentioned,0,0,50000,0,0
644,2.0,2,900.0,745.5711920529801,Furnished,12 Hours Available,Ghatkopar,Above 20 years,South -West,Family / Bachelors ,Owner,6.0,0,Immediately Not Available,Not Mentioned,0,0,38000,0,1
645,2.0,2,1020.0,750.0,Furnished,12 Hours Available,Ghatkopar,15 to 20 years,North,Bachelors,Owner,2.0,0,Immediately Not Available,Not Mentioned,0,0,38000,0,0
646,2.0,2,1109.0,745.5711920529801,Unfurnished,12 Hours Available,Ghatkopar,New Construction,Not Mentioned,Bachelors,Owner,6.0,0,Immediately Available,Garden/Park,0,0,50000,0,0
647,2.0,1,980.0,745.5711920529801,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,Not Mentioned,Family / Bachelors ,Owner,0.0,200000,Immediately Available,Not Mentioned,0,0,36000,0,1
648,2.0,2,1000.0,750.0,Furnished,12 Hours Available,Ghatkopar,New Construction,Not Mentioned,Family / Bachelors ,Agent,4.0,150000,Immediately Not Available,Main Road,0,50000,50000,0,0
649,1.0,1,820.0,745.5711920529801,Semi-Furnished,12 Hours Available,Ghatkopar,15 to 20 years,East,Family / Bachelors ,Owner,2.0,0,Immediately Not Available,Main Road,0,0,28000,0,0
650,2.0,1,900.0,600.0,Semi-Furnished,24 Hours Available,Ghatkopar,Above 20 years,North - East,Family,Agent,6.0,200000,Immediately Available,Main Road,0,37000,37000,0,1
651,2.0,2,1100.0,745.5711920529801,Semi-Furnished,12 Hours Available,Ghatkopar,Above 20 years,North,Family / Bachelors ,Owner,3.0,0,Immediately Not Available,Main Road,0,0,42000,0,1
652,1.0,2,575.0,745.5711920529801,Unfurnished,12 Hours Available,Ghatkopar,New Construction,Not Mentioned,Family / Bachelors ,Owner,2.0,0,Immediately Not Available,Not Mentioned,0,0,35000,0,0
653,2.0,1,740.0,745.5711920529801,Unfurnished,12 Hours Available,Ghatkopar,Above 20 years,Not Mentioned,Family,Owner,4.0,200000,Immediately Not Available,Garden/Park,0,0,36000,0,0
654,3.0,3,1276.0,745.5711920529801,Unfurnished,12 Hours Available,Ghatkopar,Less than 5 years,Not Mentioned,Family / Bachelors ,Owner,19.0,0,Immediately Not Available,Not Mentioned,0,0,70000,0,0
655,3.0,3,1360.0,805.0,Unfurnished,24 Hours Available,Ghatkopar,5 to 10 years,East,Family / Bachelors ,Agent,7.0,300000,Immediately Available,Main Road,0,56000,56000,1,0
656,2.0,2,990.0,725.0,Semi-Furnished,24 Hours Available,Ghatkopar,5 to 10 years,East,Bachelors,Agent,7.0,0,Immediately Available,Pool,0,0,50000,2,1
657,2.0,2,850.0,700.0,Unfurnished,24 Hours Available,Ghatkopar,New Construction,North - East,Family / Bachelors ,Agent,5.0,250000,Immediately Available,Garden/Park,0,48000,48000,2,0
658,1.0,2,900.0,745.5711920529801,Furnished,12 Hours Available,Ghatkopar,Less than 5 years,Not Mentioned,Family / Bachelors ,Owner,1.0,99000,Immediately Not Available,Not Mentioned,0,0,25999,0,0
659,2.0,2,800.0,745.5711920529801,Semi-Furnished,12 Hours Available,Ghatkopar,Less than 5 years,Not Mentioned,Family / Bachelors ,Owner,5.0,0,Immediately Not Available,Not Mentioned,0,0,45000,0,0
660,2.0,2,1092.0,631.0,Semi-Furnished,24 Hours Available,Ghatkopar,Less than 5 years,North - West,Bachelors,Agent,7.0,300000,Immediately Available,Not Mentioned,0,0,54000,1,0
661,1.0,2,780.0,600.0,Unfurnished,12 Hours Available,Ghatkopar,Above 20 years,North - East,Bachelors,Agent,3.0,100000,Immediately Not Available,Garden/Park,1500,30000,30000,0,0
662,2.0,2,1850.0,745.5711920529801,Semi-Furnished,12 Hours Available,Ghatkopar,Less than 5 years,Not Mentioned,Family / Bachelors ,Owner,9.0,0,Immediately Not Available,Not Mentioned,0,0,110000,0,0
663,2.0,2,1200.0,745.5711920529801,Furnished,12 Hours Available,Ghatkopar,Less than 5 years,East,Family / Bachelors ,Owner,9.0,0,Immediately Not Available,Main Road,0,0,65000,1,0
664,4.0,3,2000.0,745.5711920529801,Unfurnished,12 Hours Available,Ghatkopar,5 to 10 years,North - East,Family / Bachelors ,Agent,20.0,0,Immediately Not Available,Main Road,0,0,120000,1,0
665,2.0,2,800.0,800.0,Furnished,12 Hours Available,Ghatkopar,New Construction,North - East,Family / Bachelors ,Owner,19.0,0,Immediately Not Available,Pool,0,0,65000,0,0
